	TCGA.P7.A5NY.01A	TCGA.QR.A705.01A	TCGA.QR.A6H3.01A	TCGA.QR.A706.01A	TCGA.QR.A6GW.01A	TCGA.PR.A5PG.01A	TCGA.PR.A5PF.01A	TCGA.QR.A6GU.01A	TCGA.QR.A6H2.01A	TCGA.QR.A6GX.01A	TCGA.QR.A70E.01A	TCGA.QR.A703.01A	TCGA.P8.A6RY.01A	TCGA.QR.A6H0.01A	TCGA.QR.A70I.01A
EFEMP1	0.891730413	-0.306302668	-2.629257464	-0.6777439	1.432669684	-6.553417895	-1.627590497	0.554160491	-0.796651112	-0.780610213	-3.277367354	1.543861888	2.860945037	-0.859386452	-0.212534822
KCNK5	-1.710356067	1.608299678	4.44211085	3.993804427	-2.020456857	-5.048506562	-1.391331155	0.477502396	0.746895116	-0.620532352	-1.546867264	-0.627447984	-0.13046371	5.057201763	3.030707827
ZNF385D	-1.890244563	-1.074177676	-1.203474824	1.444615361	-1.451943388	-3.158196723	1.689789088	-1.302586633	1.470975911	-1.108573674	-2.58253059	0.98401948	1.02879302	0.959969444	1.555577025
THRB	-0.931268457	3.063448736	2.422596363	0.194202354	-2.702359682	-4.086557115	0.113145224	2.329628898	2.033626046	-0.577663935	3.190909413	-1.044009563	3.197912912	1.409988622	-1.180267315
SYNPR	2.521887668	-0.616153246	3.827961672	0.317654048	5.118057543	2.427259845	1.772544619	-0.536478611	-4.048304703	-6.042891787	-0.931787939	1.409590732	-0.320562593	2.672705628	2.248527994
FAM3D	-1.534940819	2.155748431	3.654432859	2.478125894	0.01	-2.387722788	-1.932043305	0.882913765	2.595080064	0.01	-0.00460985	0.432538176	1.477325703	2.560513778	-0.159385609
D.01SE1L3	-0.734523912	-2.965335536	1.170999389	0.53636558	-4.108658159	-3.38181008	0.046748259	-0.686295088	-1.251329004	-2.042855165	-1.549844822	-1.947325844	1.207999423	3.889881365	-0.608373148
PTGER2	1.098076084	-0.029184689	0.732649925	-0.102793085	3.169739618	-0.716668025	-2.358002036	0.886955477	0.828798749	-0.19253528	1.232419584	2.513819995	-4.533575275	-2.104621709	-0.477265675
SLC39A2	-0.415249785	1.886302764	-1.050381604	0.01	2.023077927	2.082490905	0.01	0.01	-0.545817134	0.629430591	0.378009435	0.01	2.859955952	-0.056908338	0.01
CMTM5	-1.146679292	-1.289888433	3.705455643	1.366386859	-0.283021666	2.708946113	-3.503215619	-3.688247512	-2.084600286	-3.172368206	2.594153046	0.995242797	1.730591886	3.246729577	0.38492454
MYH6	-1.132419634	-0.979229787	-3.693514557	2.968041675	-2.035085996	3.807228676	-1.385218692	0.176986836	0.788287411	1.059567509	2.523720813	4.209134266	0.971710096	-1.530070288	-1.571906158
MYH7	-0.452426641	1.806918617	0.32393039	-1.017297762	1.092088988	-1.156694989	-2.345017731	0.884986545	-3.341439874	2.767229135	1.748538632	1.083288123	1.380276026	1.55410816	0.193190101
CPNE6	6.203993937	-0.439306713	0.01	0.92748177	6.101787576	-0.938256752	0.517316225	0.01	-0.479115626	0.01	-0.625602897	-1.287982056	-0.073307458	-2.575047793	0.01
NFATC4	-2.035667219	2.274629406	1.017041799	1.040341189	0.810467246	-2.707050556	0.987410345	-0.770601611	2.676635417	1.231768684	-1.154321149	0.300996302	-0.665908037	0.67126971	-0.662754327
CMA1	0.01	0.01	5.578932501	1.966522346	0.01	0.01	0.01	0.01	0.01	-1.434662134	-0.90861905	0.01	0.01	3.508346757	-0.577842005
GZMB	-0.986912518	-2.28622628	0.458890594	0.080546823	-0.039528894	-0.200203438	0.500431973	0.600803277	1.825940842	-0.446206347	-2.209522708	-0.632458338	0.157753443	2.516565574	-1.726895769
GJB2	-2.390396307	1.010790894	0.01	0.01	0.01	0.01	-1.202536291	-1.387479896	0.01	-1.608592726	-2.082335258	-1.422872071	0.01	0.01	2.833161492
FGF9	-3.10753033	-2.068994495	-5.005678863	-1.97907402	-4.254147427	-4.375331754	-0.112414951	0.117590713	0.708298142	0.922079803	0.900769289	-0.680687615	2.296975594	-3.427215496	1.115939006
SHISA2	0.150192889	1.695038009	1.993109105	-2.381169616	2.716652556	0.001076626	0.530610507	-0.391397405	-1.787757158	0.75680406	-3.086285323	-3.011641718	-2.38195886	1.78871155	0.244391845
C1QTNF9B	-1.589767306	2.321170102	5.306913179	1.962963538	-1.814321683	-3.105570159	2.797678484	0.300934569	-0.959233929	0.01	1.852177877	0.291623316	7.125811045	2.715742278	-0.823424303
CHR.012	-3.577536585	0.01	0.01	1.342422915	-1.554107576	0.324710956	-1.389676569	-2.574620174	3.783813353	-2.795733004	2.052345371	-2.610012349	0.01	0.01	0.01
STMN4	-2.963410663	2.476350265	3.118311128	-3.907340364	3.67952256	-3.136003025	-1.276992549	-0.188072946	-0.788541206	-2.511856385	1.038589888	2.936190331	1.183690897	2.385930447	1.398906352
EBF2	-0.243069028	-0.556209451	-1.685566655	4.152392727	-0.233561818	0.752207021	1.274853173	1.839841685	-3.18096097	1.538627854	0.183447862	-1.404937565	1.651074577	0.555914562	2.395449633
BLK	-0.947401796	-1.716253181	-2.845550329	1.00418115	0.298293867	0.106746175	-2.344592744	-0.722294943	0.01	-3.750649179	2.475936696	0.435054511	-0.127853152	-0.044686654	-1.893829049
SCARA5	-0.401934311	0.01	0.132848774	-3.710995858	-1.963599645	2.030743961	5.494573546	0.01	0.01	-1.357227397	0.01	0.01	0.960764031	-2.458521024	-3.085318312
ADAMDEC1	-1.768975379	-0.952839142	-1.082216365	0.01	1.213682148	2.486817567	1.878213671	-0.76623572	0.422364323	3.91156197	-1.046072482	3.988512797	-1.756819249	-1.088660544	-0.908072063
STC1	-2.164125568	1.666771733	0.545885756	1.65332912	1.034025226	-0.982546397	1.076483496	2.05878475	0.748988591	1.30221424	2.493792541	2.385014455	-0.305220888	-0.016850487	3.326669533
LOXL2	-1.811905479	2.049375692	3.134231639	2.493367248	-0.183471665	-0.174000255	-1.249548613	0.876788757	-0.979575893	1.453674659	-0.414327831	1.027245841	0.038596036	2.984966162	1.745429783
EGR3	-3.097489742	1.132940803	-1.37446457	0.104329994	1.511477366	-1.971757212	-2.885461302	-0.202596572	-0.013987161	-0.076894758	-3.672253102	-0.221538261	-2.956697816	-1.745195194	2.205771476
SFTPC	-0.19518939	-0.3486588	-0.156085947	1.771016195	0.273550367	-1.317078281	0.01	2.264197056	-2.236474247	-1.968081011	2.772421567	0.677085177	-0.982684667	-4.069387503	2.210678103
GFRA2	-2.166808269	0.157610443	-0.154746396	-1.19704625	0.286751915	0.22616287	-0.037613654	-0.112221623	-1.323542496	0.638771827	1.120554454	0.079313304	1.19665944	0.109571891	0.000664913
HTR2A	2.351558044	-1.386823627	0.01	0.01	-1.764762626	2.988651557	2.891644277	2.192034364	0.01	2.57867607	0.01	0.01	-0.605891474	-0.937677569	0.020430819
SIAH3	0.965460884	-0.43754748	-0.107471245	0.01	-0.291783754	1.921486431	-0.896003247	1.17530729	-1.062351997	0.831777745	1.282992944	-0.64241661	0.95817563	-0.766009214	0.085261882
PCDH8	0.029138243	-0.261614744	-4.091380596	2.819747557	-0.481871541	-4.045942737	3.975619346	3.700267117	0.735071296	-0.241626247	1.114628869	3.615480713	2.948239664	-5.097824529	-4.139659316
OLFM4	-1.542499506	0.01	0.01	-0.529421835	0.48086422	-1.810318975	2.732809645	0.045291116	0.233891159	-0.175733424	-2.234438457	2.331897229	0.01	-1.862041008	0.01
PCDH20	-1.061397149	-1.815099467	-2.300590354	0.089104769	-1.06360851	0.85921914	-0.03408261	-1.013796343	-3.980455771	-3.390115464	1.14626779	1.067495761	-6.034115503	0.27791264	1.905117979
SLITRK1	-3.225596462	4.775370889	3.449828107	2.632828277	-3.202300145	0.01	-1.715941043	6.192829166	4.232483539	1.877971649	-2.59582576	2.063699426	-2.62852206	3.281236978	5.072862002
SLITRK6	-1.368038974	2.005062399	-2.796712689	2.139274957	-0.326339247	-2.166302603	0.01	-2.258373407	2.082878086	0.01	0.883255619	2.341892628	0.01	1.386654581	1.794046164
SLITRK5	-2.453932776	4.893541235	4.590359814	-2.440987797	1.476219319	-1.721725179	-0.681242952	4.852531945	-0.092712303	4.791231	5.171295966	1.642718518	-2.85677066	5.059241643	5.346920712
GPR183	-2.366402557	-0.723580632	-1.15959354	-0.638382528	0.749179038	-1.362072794	-1.480279181	-0.632144411	0.514886206	0.462165102	-2.394126935	0.299370626	-1.542958585	-1.284694183	2.356379268
IL17RD	1.402020194	-1.67215006	-1.72454101	-1.964692733	0.450228275	0.201323513	0.131700001	-3.249117397	0.947854482	-1.115068989	2.33926317	-4.12573589	-0.144322394	-1.390451958	-0.978909096
PLAC9	-1.014403624	1.165909474	4.360703109	1.754012534	-0.885525609	-3.296506116	-1.23690816	0.578060302	0.524366877	-0.17666667	0.359778967	1.663322222	0.074302909	3.431374912	-0.011720751
ITIH3	-0.595560102	-2.423280406	-0.96764253	1.417443356	1.286410963	-3.507139695	0.01	0.155652946	-0.878126819	-1.650365587	-1.761589213	1.836545104	-1.320327253	1.883880133	0.206474294
TNNC1	0	-1.643204931	2.61970858	0.72350819	-2.021143931	0.01	-2.271619856	-2.456563461	2.486835795	0.492214407	-1.566599241	-0.491955636	-1.862185063	-0.194114074	0.879544217
CHAT	0.01	0.01	0.01	0.01	0.158076185	0.01	3.60793309	0.01	-0.088890782	-1.498554101	0.01	0.01	0.316849411	0.01	0.01
SLC18A3	-3.561341574	1.424808127	0	-0.133242841	3.815688556	-4.414123543	5.733287909	-2.1435201	2.367050248	0.22043628	0.01	4.006070319	4.428214966	0.01	-3.507680364
DRGX	2.582240875	-4.931026086	-6.645310856	-0.448781011	-1.165860812	-1.045304539	0.425491301	2.111472442	-0.152102875	1.967228093	1.838372751	-1.664275433	2.452378228	-1.366395031	2.22822289
GDF10	3.045327586	0.01	-2.430489144	-1.334906793	1.268196531	1.677125848	-2.373994872	-6.837017162	-0.657446792	-5.132057123	-0.598778376	-1.845528309	0.471657233	-1.837482432	-3.523158645
ANXA8	-2.279701962	0.01	0.01	-0.26662429	0.01	0.01	2.25012358	-1.276785551	0.01	0.823967967	-0.107773135	0.01	0.01	0.01	0.01
SNCG	-2.157776329	-0.444996842	2.174112255	0.29498837	1.764230569	-1.049377573	-0.329827999	-1.343293842	-0.090554245	-1.864572424	-2.42720426	-1.093881322	-0.905740477	1.606420123	-1.503982333
OPN4	-1.569397648	0.246827052	0.117449828	-1.141282478	-0.394017772	3.22181716	0.01	0.01	0.84441187	0.01	-0.524456755	-0.186835913	5.042791437	-1.473901651	2.007803282
MAT1A	0.01	0.01	0.01	1.007156427	-0.789828372	2.31137751	-0.040434864	0.01	0.01	0.01	0.664633392	-0.845733145	3.031909543	0.01	0.01
F2RL3	-2.315629879	0.009539058	2.307358087	3.292123669	-0.460498705	-0.642370968	0.905289482	1.337616463	0.243169172	0.496951544	-0.955531552	-0.13375647	-1.248974765	1.645369288	3.648748671
CYP4F3	0.429654724	0.01	0.01	0.01	-1.717060298	0.57694405	0.01	-0.152612265	0.01	-0.373592658	0.01	-1.187872004	4.085698622	0.01	0.068133147
B3GNT3	0.01	0.01	-0.864407593	0.01	1.587556029	2.181010297	4.519181194	0.01	0.01	0.01	-2.243248975	-1.583785788	3.689784838	0.936456082	0.01
KCNN1	-2.555042296	-0.738906059	3.204991273	1.779866241	-2.701659392	0.679691078	0.01	-4.137176848	3.355113202	-4.358289678	3.864822704	1.956690727	3.351963294	4.759492081	2.648248759
GDF15	0.569281663	-1.038748091	-3.233391906	0.770458557	4.404879341	2.890057274	-0.322395732	-4.502412901	0.701150202	-1.518339914	-1.119275576	0.234862605	-1.207547258	-4.994734211	-3.610290595
CRLF1	0.59891499	-3.110580747	2.449366538	-3.065735739	1.910795956	1.014966621	0.69400247	-0.049519846	1.461018099	-3.145032739	-3.718387259	0.046692751	-5.651497209	-0.786957483	1.561455414
COMP	0.01	-1.5383985	0.069215974	-0.28266236	4.510770771	1.631936752	6.858134047	-1.477333987	-1.748162378	-6.157782119	-5.04670507	-2.065188965	-4.342378607	1.141711078	-2.053061393
HAPLN4	4.044915304	-3.255962612	-1.837826009	-3.528433864	0.411791321	2.733437912	4.383034902	-4.354772446	-4.91823793	-1.509729015	1.310410473	-3.610305487	-0.501218972	-2.3021335	-1.093285892
TM6SF2	1.218372269	-2.012868724	-4.405258371	-0.498189733	0.163773027	0.393955231	1.114132226	-4.411238839	-2.763199663	-2.462361646	0.061060104	-0.347893455	-1.977361233	-4.563709225	-5.775432214
CILP2	-3.26495529	0.053678332	-1.355772452	-3.252009915	1.316346221	0.554737452	-0.340229793	-3.847222278	0.589345347	-1.260869802	4.557290044	-1.882515948	-0.445406645	-1.847652781	-1.211403852
LPL	-0.00190273	0.08006494	2.501361226	0.948607944	-0.64649377	-0.191211761	3.47689926	-0.724124356	-0.102215187	1.812777966	-0.553742028	0.791427524	0.809297139	3.923884078	1.843445465
CSGAL.01CT1	1.19758693	-1.452808948	-1.109408122	-0.050496556	1.822253941	0.474283936	-0.312190811	-1.010561971	-1.991877099	-1.035882208	-2.575794098	-1.126166854	-0.821618242	-0.146237254	-0.793937569
NPY1R	1.751220554	-0.538931943	-0.21969459	0.433395355	-0.04071585	-0.432316448	-1.150434237	1.328381031	-1.325193511	0.447676642	-1.180476128	1.23361829	-0.80975698	0.362951798	-1.822171764
TLL1	-0.054999423	1.914237943	-0.527390402	0.724802506	-1.097759584	-1.21890841	4.038236015	3.612979775	-1.406172568	2.195891384	-0.930560858	0.857570289	1.090793208	0.646723987	0.848356049
HPGD	-2.411399232	2.671545987	-0.402668027	0.274029698	-3.165662802	-5.679285048	7.049595713	5.942842395	4.942351885	8.184488142	-0.19662827	-0.920402992	5.46886225	0.808108993	2.460748923
GLRA3	0.01	0.01	0.01	0.01	0.921819511	0.01	-0.288103963	-1.321150422	2.611627219	-1.279174354	2.604575029	0.01	2.809332381	0.01	3.73417304
GPM6A	-0.039106338	4.909823038	4.340595216	-1.586824244	-0.254568219	-3.189516508	-2.564031843	2.13084815	-1.642921297	0.957987255	3.95598725	-3.954292624	4.433645861	3.807087229	0.208629641
ENPP6	-0.561011986	-2.204216917	0.251345597	0.992569376	-0.997128131	0.171265528	3.000245909	-0.6957533	-1.244101192	2.805673099	-0.542601085	-1.052967622	-0.838293025	0.360355404	-1.796962471
FAT1	-1.96914226	1.571939522	-1.232912814	2.15635639	-0.643359656	-0.732799624	0.564349328	0.994399982	-2.438173797	0.96301646	-1.235626652	0.385994436	-0.166810211	-0.002102643	1.573435977
PDGFRL	1.012651175	0.045904435	0.433952024	0.284568816	-0.346105104	-2.009990176	-2.254900153	1.709818132	-0.418427428	-0.00276111	1.22275503	0.431644343	-1.201650745	0.260039941	0.184534603
SLC7A2	-1.4047132	-2.400930913	-0.106474222	1.501756775	-0.284527298	-0.692640358	0.116967808	2.023367683	-0.178708921	0.318201037	-0.716010605	1.036649265	-1.27702753	1.893613265	0.813758037
TEX15	0.01	0.01	2.843713125	0	0.01	0.01	0.01	4.159660736	-0.821726981	-0.23127409	4.687188508	0.01	1.169121162	4.574227262	-1.374624442
PURG	-1.47803945	1.618214388	3.308292604	1.534953003	1.579221592	-1.968220658	-2.097610182	2.965272658	-2.094003297	1.781703937	3.071890838	0.929952979	3.144659226	3.038801434	0.812554136
UNC5D	0.124883627	-1.948254308	-2.215115357	-0.455957477	2.436104634	-1.736708785	1.712128576	0.179782632	-0.078290934	-0.872286219	1.092464369	-2.302218633	-1.982818049	-5.221592558	-0.356500058
STAR	0.931000041	-2.312589571	-2.828957371	-2.203204705	0.152893837	-1.5532201	-1.602160224	-2.084173109	-0.776919498	-2.008234541	-0.293614827	-1.000847409	-1.095474597	-2.250455902	-5.255756446
ADAM32	1.979341015	-3.011810053	-1.556275017	-2.815007323	0.858271233	0.991699343	-2.055262478	-2.240294372	-0.051694329	-1.461370368	1.502231733	0.461340193	0.01	-0.977738295	-2.604555607
IDO1	-2.324200741	2.325782418	-0.837693827	0	2.137350603	0.78758739	0.870242389	2.188102045	1.82651442	2.845998082	2.386138304	2.852683058	-2.394450995	-3.006428442	1.018869223
ZMAT4	0.644114591	3.34852187	0	-0.088842306	1.784981612	-5.954690988	1.599008674	4.161435041	0.01	2.465587756	-3.208980747	-0.327055712	-4.089664426	1.687032336	0.679643698
SFRP1	2.192274028	0.761552009	-0.089112387	0.818003387	-0.256823358	-6.6601138	0.449426694	2.055770731	-5.38156998	-1.659197864	-1.56091529	1.625562357	-1.328060601	1.114913447	2.045736541
ANK1	-1.110005091	0.533166156	-0.464542141	-3.138346361	1.521638198	-1.14492111	3.473193541	-1.945505573	-3.432057637	0.463835502	1.18456827	-0.501655507	-0.403011085	0.835752953	-1.599235364
DEFB1	-2.31724954	0.01	0.369652891	0.01	0.01	0	0.01	0.01	3.333606722	0.01	0.01	-1.349725304	0.01	0.01	0.01
XKR5	2.163467469	0.242660227	0.987777101	-1.145449302	-2.720191032	0.573793347	-0.648738863	2.775026906	0.202826193	2.177832615	2.299166458	-0.383686593	0.760643301	0.329239132	-0.198009263
ANGPT2	-2.393675845	1.858647089	1.951524044	2.396286304	0.97410337	-1.790902171	0.263073476	1.904126898	-0.019380158	2.074588339	1.376447674	1.420375397	0.970486228	0.8612785	1.638052671
CSMD1	0.01	2.775655992	-0.076165274	1.250029788	0.01	-3.352782296	-2.897102812	1.872047364	1.630020556	-0.718248202	0.222991033	0.052456249	0.01	0.59545427	2.254074375
KBTBD11	-1.299677983	-0.030722545	0.580704086	1.653786014	-2.714173143	-0.974400536	-3.536299179	0.617530518	0.353992664	0.167311118	1.282314062	2.141534554	0.295625148	-0.04623608	1.34861368
DLGAP2	-2.315024885	3.215378985	2.521528132	2.867902309	-4.876755291	0.01	-0.957306215	1.272688354	-3.123624332	1.221565547	4.668814158	1.144261972	4.102327426	2.331109157	-0.354573521
MYO16	2.119648676	-1.421747673	0.033855923	0.890572401	-0.577160073	-1.090634522	-3.635074858	-2.820150899	-2.631467973	-4.041131292	-0.814533049	0.314484204	-0.418335265	0.442444725	-2.184311163
MARCO	2.355959111	0.01	2.592102431	0.333321843	2.794325861	-2.269477091	-0.813797607	0.01	0.01	0.01	-1.108776992	-2.034133387	-1.404362814	0.000662729	-2.363204393
TNFSF13B	0.811193711	-1.037982348	0.476518758	-0.317581995	0.010486157	0.808846489	-1.965928377	-2.044033451	-1.414858587	-1.750509385	0.097595575	0.470839571	-2.256981165	-1.086327813	-1.357634874
FBP2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	-1.140075163	0.01	0.01	0.01	0.01	0.01	0.01
FBP1	-1.760318492	-2.418088674	-0.859383374	0.608829023	-0.717882148	-0.132761605	-1.358405399	-2.594061638	-1.258616399	-2.300537573	-1.452432612	0.277505527	-1.347567766	-0.331505826	-1.858758164
HSD17B3	-0.694694867	1.121461185	0.184735601	-0.167146149	-3.063789673	0.01	-2.314265599	-2.499209203	-2.310774925	0.01	2.015272921	4.165812239	-0.319926782	1.426225534	-0.863501904
NTRK2	-1.15662768	1.507525312	-0.705779004	3.357978223	-1.021334756	-0.844486538	3.019079053	1.268730695	-1.225270072	1.352900209	0.504228503	0.877571652	-1.271330837	1.3476129	1.614792753
SPOCK1	0.898127382	0.3200342	0.118213956	-1.479783536	-2.44052837	0.468412666	1.889539014	-2.080487202	-2.007593945	-0.146912715	0.050937231	-1.427278476	-1.876678917	-0.269857557	0.463854912
TRPC7	0.01	0.01	0.01	0.01	5.886381879	-2.375628663	-3.505018187	0.01	-3.501527513	0.01	0.007377768	-2.725353967	2.45894947	-2.427457204	0.01
PITX1	-0.173014308	0.584253009	0.869937328	-1.21889402	-4.37859825	-2.499684652	4.715210261	3.128397668	0.766811396	3.304686994	-4.508873143	2.892031662	-3.219639383	1.185411001	-0.17833179
CXCL14	0.056263664	3.003658164	5.202492627	1.534915479	-1.575787207	-2.018880044	4.981001799	0.988608974	-0.559738919	-1.232459655	-3.028282919	-3.368605348	10.70301653	4.929250014	-1.697505874
F12	-0.299364396	3.020070833	-0.68030645	-1.884628833	-0.153455098	0.8838694	-2.0724186	-3.06479981	3.790920811	-2.963916092	0.658183839	3.729605318	-4.470409801	-1.802237296	1.148406191
FGFR4	-2.226996692	0.981479083	1.160247405	0.033935224	-0.088196987	-3.49472275	-1.454240524	-0.639294491	-1.228291021	-0.538410028	2.90106504	0.062362147	-1.307910308	1.181272169	-1.588481948
SNCB	-1.457282941	2.671756344	2.313443763	0.906213749	0.193129322	-3.15619171	1.177855732	-0.132606762	0.310999682	2.002961789	1.410292724	1.881706683	2.469609514	2.932034476	-1.233793701
DRD1	-0.689765312	0.01	0.01	1.515865174	-0.058762192	0.01	-1.309336044	2.312971218	0.016175694	-2.715392478	1.898214337	0.055245437	3.347970864	-0.816820363	1.389328248
MSX2	-2.75900938	8.93373248	1.927872443	1.713487955	0.001332998	0.01	-1.571149364	-0.756225405	-1.56765869	0.607705246	-2.450948331	-1.791485144	0.01	1.621837882	1.339030452
GADD45G	-1.038388651	-4.581545956	-2.573392164	0.360806111	-0.18586875	0.202446999	1.81189313	-2.975411858	0.778930656	-3.960642138	-2.27732178	-0.535451236	-1.078062465	-3.07349585	-1.115316883
SHC3	1.83307466	-3.275582313	-3.66797196	-1.341770322	0.300820006	0.22547359	-4.903946997	-2.973515257	0.94928464	-2.647070917	-0.768906126	-3.539350436	-0.721978324	-4.189003408	0.493207092
BARX1	-1.074730237	-0.843417797	0.612117239	-0.646615067	0.778741129	0.01	4.636681604	-1.656776327	1.991174088	-1.877889157	-0.766812107	3.115157337	-1.062397929	0.60567306	-2.021239508
SUSD3	-0.979134196	-0.080509781	0.527100572	-0.46861931	1.204662681	-2.012423048	-2.293836966	-1.256501665	-1.290268817	-1.477545084	-2.173778851	-0.398716408	-2.469452389	1.544492917	-1.620705203
ID4	-1.659664653	2.845405144	2.502313848	0.296253262	1.540936049	-3.200438119	-0.063079831	1.343083225	0.843636461	1.140574713	-0.441581015	2.859175939	-0.791191593	2.647525737	1.449555986
RBM24	-0.896798161	-0.633186863	0.031008286	1.502255273	2.982994829	0.768332733	2.482597957	0.038830773	-2.842930404	4.844376356	-0.622086035	1.40561349	0.795525514	-0.152324904	0.657334283
RNF182	-2.372759866	2.954320598	-0.685996562	-1.35981465	1.358347597	-1.640557681	0.580515035	2.33039231	-3.503443426	-0.105657665	-1.579500646	0.594631071	2.602886433	1.892510818	2.685269497
TFAP2A	-0.510640149	1.147971029	4.615094665	2.710462693	-1.842803407	-2.05141819	1.262098444	-0.278416376	-2.007341189	-0.943071632	1.322958022	2.808258487	-0.964094747	2.334089919	2.522566283
